CRN	Subj	Crse	Sect	Title	Prof	Day	Beg	End	Bldg	Room	(Type)	Campus	Max	Avail	WaitCount
24069	ECE	09363	 2	"MODULES IN ECENew, topics based Modules in ECE "	STAFF	W	1530	1645	ENGR	319	(Class)	Main	0	0	0
24064	ECE	09402	 1	TOPICS IN ELEC & COMP ENGN	STAFF	M	1700	1815	ENGR	319	(Class)	Main	25	25	0
24065	ECE	09402	 2	TOPICS IN ELEC & COMP ENGN	STAFF	F	930	1045	ENGR	319	(Class)	Main	25	25	0
24067	ECE	09402	 3	TOPICS IN ELEC & COMP ENGN	STAFF	W	1700	1815	ENGR	319	(Class)	Main	25	25	0
24068	ECE	09402	 4	TOPICS IN ELEC & COMP ENGN	STAFF	T	1700	1815	ENGR	319	(Class)	Main	25	25	0
24070	ECE	09402	 5	TOPICS IN ELEC & COMP ENGN	STAFF	F	930	1045	ENGR	340	(Class)	Main	15	15	0
24060	ECE	09414	 1	VERY LARGE SCALE INTEGRATION	STAFF	MW	930	1045	JAMES	3091A	(Class)	Main	20	20	0
24062	ECE	09414	 2	VERY LARGE SCALE INTEGRATION	STAFF	MW	930	1045	JAMES	3091A	(Class)	Main	20	20	0
24056	ECE	09425	 1	INTRO COMMAND AND CONTROL	STAFF	R	1700	1815	ENGR	319	(Class)	Main	25	25	0
24058	ECE	09426	 1	INTRO TO WEAPON SYSTEMS	STAFF	M	1700	1815	ENGR	341	(Class)	Main	15	15	0
24054	ECE	09433	 1	ELECTRICAL COMMUNIC SYSTEMS	STAFF	M	1100	1215	ENGR	339	(Class)	Main	20	20	0
24208	ECE	09458	 1	INTRO REINFORCEMENT LEARNG	STAFF	M	1100	1215	SAVITZ	341	(Class)	Main	0	0	0
24052	ECE	09461	 1	CLINIC CONSULT ELEC/COMP ENGR	STAFF	R	930	1045	ENGR	107	(Class)	Main	45	45	0
24053	ECE	09461	 2	CLINIC CONSULT ELEC/COMP ENGR	STAFF	R	1100	1215	ENGR	319	(Class)	Main	45	45	0
24050	ECE	09498	 1	SEMINAR: ENG FRONTIERS	STAFF	W	1230	1345	ENGR	319	(Class)	Main	35	35	0
24051	ECE	09498	 2	SEMINAR: ENG FRONTIERS	STAFF	T	1100	1215	ENGR	338	(Class)	Main	20	20	0
24045	ECE	09504	 1	ST ELEC & COMP ENGINEERING	STAFF	M	1700	1815	ENGR	319	(Class)	Main	10	10	0
24046	ECE	09504	 2	ST ELEC & COMP ENGINEERING	STAFF	F	930	1045	ENGR	341	(Class)	Main	10	10	0
24047	ECE	09504	 3	ST ELEC & COMP ENGINEERING	STAFF	W	1700	1815	ENGR	319	(Class)	Main	10	10	0
24048	ECE	09504	 4	ST ELEC & COMP ENGINEERING	STAFF	T	1700	1815	ENGR	319	(Class)	Main	10	10	0
24049	ECE	09504	 5	ST ELEC & COMP ENGINEERING	STAFF	F	930	1045	ENGR	340	(Class)	Main	5	5	0
24043	ECE	09525	 1	ADV COMMAND AND CONTROL	STAFF	R	1700	1815	ENGR	319	(Class)	Main	10	10	0
24044	ECE	09526	 1	ADVANCED WEAPON SYSTEMS	STAFF	M	1700	1815	ENGR	341	(Class)	Main	10	10	0
24209	ECE	09558	 1	REINFORCEMENT LEARNING	STAFF	M	1100	1215	SAVITZ	341	(Class)	Main	0	0	0
20789	ECED	23211	 1	SEM:PRIN/PEDAGO INCLUSIV CLASS	STAFF	W	1700	1750	JAMES	3112	(Class)	Main	25	25	0
20790	ECED	23211	 2	SEM:PRIN/PEDAGO INCLUSIV CLASS	STAFF	T	1700	1750	JAMES	3102	(Class)	Main	25	25	0
20791	ECED	23220	 1	"CONTEMP CHILD IN FAMILY/COMMMust take with ECED 23320 1. "	STAFF	M	1700	1815	JAMES	3112	(Class)	Main	25	25	0
20792	ECED	23220	 2	"CONTEMP CHILD IN FAMILY/COMMMust take with ECED 23320 2. "	STAFF	T	1230	1600	(Field)			Online	25	25	0
20794	ECED	23320	 1	"BUILDING BRAINS:COMP & RESILMust take with ECED 23220 1. "	STAFF	W	800	1120	(Field)			Online	25	25	0
20793	ECED	23320	 2	"BUILDING BRAINS:COMP & RESILMust take with ECED 23220 2. "	STAFF	T	800	1120	(Field)			Main	25	25	0
20796	ECED	23321	 1	"EFF LRNG ENVT DIVERSE CHILDRENMust take with ECED 23322 2. "	STAFF	T	800	1120	(Field)			Online	18	18	0
20795	ECED	23321	 2	"EFF LRNG ENVT DIVERSE CHILDRENMust take with ECED 23322 1. "	STAFF	T	1100	1215	JAMES	3102	(Class)	Main	18	18	0
20797	ECED	23322	 1	"INTEG/ADAPT CURRIC-MATH/SCIMust take with ECED 23321 1. "	STAFF	T	1230	1600	(Field)			Main	18	18	0
20798	ECED	23322	 2	"INTEG/ADAPT CURRIC-MATH/SCIMust take with ECED 23321 2. "	STAFF	R	1230	1600	(Field)			Online	18	18	0
20799	ECED	23430	 1	"OBS/ASSESS/EVAL DIVERSE LRNMeets every other week (even)on Monday,11:00 am-1:45 pm in James 3102. "	STAFF	M	1100	1215	JAMES	3102	(Class)	Main	25	25	0
20800	ECED	23431	 1	"INT/ADAPT CURRIC CONT AREASMeets every other week (even)on Monday,2:00PM-4:45PM in JAMES 3102 "	STAFF	M	1400	1515	JAMES	3102	(Class)	Main	25	25	0
20801	ECED	23432	 1	"CLINIC PRAC I EARLY CHLDHD EDRegistration for this course will closeon 11/15 for field placements. "	STAFF	F	800	1600	(Field)			Off-campus	30	30	0
20802	ECED	23446	 1	"CLINIC PRAC II EARLY CHLDHD EDRegistration for this course will closeon 11/15 for field placements. "	STAFF	MTWRF	800	1600	(Field)			Off-campus	30	30	0
20803	ECED	23447	 1	EARLY CHLDHD ED CLINIC SEM	STAFF							Off-campus	25	25	0
20804	ECED	23522	 1C	CRIT PERSPECTIVES COACH&MENTOR	STAFF							Online	20	20	0
20805	ECED	23526	 1C	DEV EXPERTISE AS AGENTS CHANGE	STAFF							Online	20	20	0
21177	ECON	04101	 1	INTRO ECON-MACROECON	"Zarnosky, Kathleen M"	MW	1530	1645	ROBSON	224	(Class)	Main	35	35	0
21178	ECON	04101	 2	INTRO ECON-MACROECON	"Mihok, Timothy G"	MW	1400	1515	ROBSON	201B	(Class)	Main	35	35	0
21179	ECON	04101	 3	INTRO ECON-MACROECON	"Pirrone, Berardo C"	MW	1830	1945	ROBSON	224	(Class)	Main	35	35	0
21180	ECON	04101	 4	INTRO ECON-MACROECON	"Pirrone, Berardo C"	MW	1700	1815	ROBSON	224	(Class)	Main	35	35	0
21181	ECON	04101	 5	INTRO ECON-MACROECON	"Zarnosky, Kathleen M"	MW	1400	1515	ROBSON	201A	(Class)	Main	35	35	0
21182	ECON	04101	 6	INTRO ECON-MACROECON	"Jha, Stuti"	MW	1100	1215	WILSON	212	(Class)	Main	30	30	0
21183	ECON	04101	 7	INTRO ECON-MACROECON	"Verrios, Alfred A"	TR	800	915	ROBSON	201A	(Class)	Main	35	35	0
21184	ECON	04101	 8	INTRO ECON-MACROECON	"Mihok, Timothy G"	MW	1530	1645	ROBSON	201A	(Class)	Main	35	35	0
21188	ECON	04101	 9	INTRO ECON-MACROECON	"Kalman, Serkan"	MW	1100	1215	ROBSON	201A	(Class)	Main	35	35	0
21189	ECON	04101	 10	INTRO ECON-MACROECON	"Kalman, Serkan"	F	930	1045	ROBSON	224	(Class)	Main	35	35	0
21195	ECON	04101	 11	INTRO ECON-MACROECON	"Trace, Diane M"	TR	1700	1815	WINANS	111	(Class)	Main	35	35	0
21192	ECON	04101	 12	INTRO ECON-MACROECON	"Verrios, Alfred A"	TR	930	1045	ROBSON	224	(Class)	Main	35	35	0
21197	ECON	04101	 1C	INTRO ECON-MACROECON	"Rajput, Sharleen"							Online	35	35	0
21199	ECON	04102	 1	INTRO ECON-MICROECON	"Banko-Ortiz, Lauren N"	TR	800	915	ROBSON	224	(Class)	Main	35	35	0
21200	ECON	04102	 2	INTRO ECON-MICROECON	"Kapri, Kul Prasad"	TR	1230	1345	ROBSON	224	(Class)	Main	35	35	0
21201	ECON	04102	 3	INTRO ECON-MICROECON	"Rosenberg, David A"	MW	1100	1215	ROBSON	224	(Class)	Main	35	35	0
21202	ECON	04102	 4	INTRO ECON-MICROECON	"Rosenberg, David A"	MW	930	1045	ROBSON	201A	(Class)	Main	35	35	0
21203	ECON	04102	 5	INTRO ECON-MICROECON	"Ferrari, Robert J"	TR	1700	1815	ROBSON	201A	(Class)	Main	35	35	0
21204	ECON	04102	 6	INTRO ECON-MICROECON	"Kapri, Kul Prasad"	TR	1100	1215	ROBSON	224	(Class)	Main	35	35	0
21205	ECON	04102	 7	INTRO ECON-MICROECON	"Agou, Fernand Nguessan"	TR	1830	1945	ROBSON	201A	(Class)	Main	35	35	0
21206	ECON	04102	 8	INTRO ECON-MICROECON	"Kelsall, Justin Thomas"	TR	2000	2115	ROBSON	224	(Class)	Main	35	35	0
21207	ECON	04102	 9	HONORS INTRO ECON-MICROECON	"Melvin, Jesse David"	TR	1530	1645	ROBSON	305	(Class)	Main	20	20	0
21208	ECON	04102	 10	INTRO ECON-MICROECON	"Reaves, Natalie D."							Online	35	35	0
21209	ECON	04102	 11	INTRO ECON-MICROECON	"Reaves, Natalie D."							Online	35	35	0
21210	ECON	04102	 12	INTRO ECON-MICROECON	"Reaves, Natalie D."							Online	35	35	0
21211	ECON	04102	 1C	INTRO ECON-MICROECON	"Reaves, Natalie D."							Online	35	35	0
21213	ECON	04210	 1	ENVIRONMENTAL ECONOMICS	"Reaves, Natalie D."	MW	1230	1345	ROBSON	202	(Class)	Main	24	24	0
21215	ECON	04269	 1	SEL TOP:MATHEMATICAL ECONOMICS	"Banko-Ortiz, Lauren N"	TR	1100	1215	ROBSON	202	(Class)	Main	24	24	0
21216	ECON	04269	 2	ST: ECONOMICS OF CANNABIS	"Kelsall, Justin Thomas"	TR	1830	1945	ROBSON	224	(Class)	Main	26	26	0
21217	ECON	04301	 1	INTERMEDIATE MACROECONOMICS	"Ferrari, Robert J"	TR	1530	1645	ROBSON	202	(Class)	Main	24	24	0
21220	ECON	04302	 1	INTERMEDIATE MICROECONOMICS	"Banko-Ortiz, Lauren N"	MW	1230	1345	ROBSON	201A	(Class)	Main	25	25	0
21222	ECON	04302	 2	INTERMEDIATE MICROECONOMICS	"Banko-Ortiz, Lauren N"	MW	930	1045	JAMES	2104	(Class)	Main	25	25	0
21223	ECON	04303	 1	PRINC OF ECONOMICS: A SURVEY	"Jam, Habib"							Online	30	30	0
21264	ECON	04305	 1	MONEY & BANKING	"Ferrari, Robert J"	TR	1230	1345	JAMES	2104	(Class)	Main	26	26	0
21270	ECON	04320	 1	CONTEMPORARY ECON SYSTEMS	"Rajput, Sharleen"	R	1700	1815	ROBSON	202	(Class)	Main	24	24	0
21260	ECON	04345	 1	LABOR ECONOMICS	"Jha, Stuti"	MW	1400	1515	JAMES	2104	(Class)	Main	26	26	0
21267	ECON	04392	 2	ECONOMETRICS	"Melvin, Jesse David"	MW	1530	1645	(Class)			Main	0	0	0
21277	ECON	04410	 1	INTERNSHIP IN ECONOMICS	"Melvin, Jesse David"							Off-campus	0	0	0
21275	ECON	04492	 1	SEMINAR IN ECONOMICS-WI	"Melvin, Jesse David"	TR	1400	1515	(Class)			Main	0	0	0
21276	ECON	04492	 2	SEMINAR IN ECONOMICS-WI	"Melvin, Jesse David"	TR	1230	1345	(Class)			Main	0	0	0
20619	EDAM	27521	 1C	INTRO TO THE PRINCIPALSHIP	"Sun, Qian"							Online	20	20	0
20620	EDAM	27521	 2C	INTRO TO THE PRINCIPALSHIP	"Moore, Robin L."							Online	20	20	0
20621	EDAM	27535	 1C	SCHOOL FINANCE/RECORDS	"Charlton, Terrence"							Online	20	20	0
20622	EDAM	27535	 2C	SCHOOL FINANCE/RECORDS	"Cook, Spike C"							Online	20	20	0
20623	EDAM	27535	 3C	SCHOOL FINANCE/RECORDS	"Oswald, Scott A"							Online	20	20	0
20624	EDAM	27559	 1C	LAW & ETHICS SCHL LDRSHP	"Raivetz, Mark J"							Online	20	20	0
20625	EDAM	27601	 1C	PRAC/SEM ADMIN-SUPV II	"Raivetz, Mark J"							Online	12	12	0
20626	EDAM	27601	 2C	PRAC/SEM ADMIN-SUPV II	"Williams, Melissa L"							Online	12	12	0
20627	EDAM	27622	 2	PLAN/RESOUR ALLOC HIGHER ED	"Dale, Dianna"	M	1700	1930	JAMES	2098	(Class)	Main	15	15	0
20628	EDAM	27622	 3	PLAN/RESOUR ALLOC HIGHER ED	"Dale, Dianna"	R	1700	1930	JAMES	2098	(Class)	Main	15	15	0
20629	EDAM	27623	 1	DIVERSITY IN HIGHER EDUCATION	"Martinez, Magdalena"	T	1700	1930	JAMES	2110	(Class)	Main	15	15	0
20630	EDAM	27623	 2	DIVERSITY IN HIGHER EDUCATION	"Martinez, Magdalena"	M	1700	1930	JAMES	2110	(Class)	Main	15	15	0
20631	EDAM	27629	 1	SEM/INTERN HIGHER ED ADM II	STAFF	T	1945	2215	JAMES	2110	(Class)	Main	10	10	0
20632	EDAM	27629	 2	SEM/INTERN HIGHER ED ADM II	STAFF	R	1700	1930	JAMES	2110	(Class)	Main	15	15	0
20633	EDAM	27630	 1	ACADEMIC ADVISING IN HIGHER ED	"Rey, Beth"	W	1700	1930	JAMES	2098	(Class)	Main	15	15	0
24267	EDAM	27719	 1C	DISSERTATION SEMINAR I	"Kerrigan, Monica Reid"							Online	15	15	0
24268	EDAM	27720	 1C	DISSERTATION SEMINAR II	"Kerrigan, Monica Reid"							Online	15	15	0
20634	EDAM	27737	 1	COL STDN:ISSUES/SUPPORT PRG	"Wright-Mair, Raquel"	T	1700	1930	JAMES	1112	(Class)	Main	15	15	0
20635	EDAM	27737	 2	COL STDN:ISSUES/SUPPORT PRG	"Wright-Mair, Raquel"	R	1700	1930	JAMES	1112	(Class)	Main	15	15	0
21315	EDPA	02320	 1	INTRO PUBLIC ADMINISTRATION	"Gooch, Andrew"							Online	26	26	0
21278	EDPA	02410	 1	PUBLIC POLICY	"Zundl, Elaine"	TR	1400	1515	JAMES	2104	(Class)	Main	26	26	0
21279	EDPA	02490	 1	PUBLIC SER INTERNSHP	"Gougon, Danielle R"							Online	0	0	0
21280	EDPA	02490	 2	PUBLIC SER INTERNSHP	"Gougon, Danielle R"							Online	0	0	0
21281	EDPA	02514	 1	ESNTLS ECON FOR PUBLIC PLCY	"Melvin, Jesse David"	W	1700	1815	ROBSON	202	(Class)	Main	15	15	0
21283	EDPA	02518	 1	PUB FINANCE/COST-BENEFIT ANLYS	STAFF	M	1700	1815	ROBSON	202	(Class)	Main	15	15	0
21282	EDPA	02520	 1	SOCIAL POLICY	"Zundl, Elaine"	T	1700	1815	ROBSON	202	(Class)	Main	15	15	0
20636	EDST	24501	 1	PROCEDURES/EVAL IN RESEARCH	STAFF	W	1700	1930	JAMES	2105	(Class)	Main	12	12	0
20637	EDST	24501	 2	PROCEDURES/EVAL IN RESEARCH	STAFF	W	1945	2215	JAMES	2100	(Class)	Main	12	12	0
20638	EDST	24504	 1C	ACTION RSRCH IN EDUCATION	"Sun, Qian"							Online	20	20	0
20639	EDST	24504	 2C	ACTION RSRCH IN EDUCATION	"Sun, Qian"							Online	20	20	0
20640	EDST	24795	 1C	DISSERTATION RESEARCH	"Coaxum, James"							Main	0	0	0
20641	EDST	24795	 2C	DISSERTATION RESEARCH	"Kerrigan, Monica Reid"							Main	0	0	0
20642	EDST	24795	 3C	DISSERTATION RESEARCH	"Sam, Cecile Huynh"							Main	0	0	0
20643	EDST	24795	 4C	DISSERTATION RESEARCH	"Thompson, Carol C"							Main	0	0	0
20644	EDST	24795	 5C	DISSERTATION RESEARCH	"Coaxum, James"							Main	0	0	0
20645	EDST	24795	 6C	DISSERTATION RESEARCH	"Walpole, MaryBeth"							Main	0	0	0
20646	EDST	24795	 7C	DISSERTATION RESEARCH	"Johnson, Ane Turner"							Main	0	0	0
20647	EDST	24795	 8C	DISSERTATION RESEARCH	"Mitani, Hajime"							Main	0	0	0
20648	EDST	24795	 9C	DISSERTATION RESEARCH	"Manning, Jo Ann B"							Main	0	0	0
20649	EDST	27803	 1C	REFORMING ORGANIZATIONS	"Thompson, Carol C"							Online	16	16	0
24264	EDST	27803	 2C	REFORMING ORGANIZATIONS	"Manning, Jo Ann B"							Online	16	16	0
20650	EDST	27803	 3C	REFORMING ORGANIZATIONS	"Sam, Cecile Huynh"							Online	16	16	0
24265	EDST	27803	 4C	"REFORMING ORGANIZATIONSCCLI students only. "	STAFF							Online	16	16	0
20651	EDST	27804	 1C	INQUIRY II: PROGRAM EVALUATION	"Johnson, Ane Turner"							Online	15	15	0
20652	EDST	27804	 2C	INQUIRY II: PROGRAM EVALUATION	"Johnson, Ane Turner"							Online	15	15	0
20653	EDST	27804	 3C	INQUIRY II: PROGRAM EVALUATION	"Zion, Shelley D"							Online	15	15	0
24266	EDST	27804	 4C	"INQUIRY II: PROGRAM EVALUATIONCCLI students only. "	"Kerrigan, Monica Reid"							Online	15	15	0
20654	EDST	27807	 1C	SUSTAINABLE INSTITUTION CHANGE	"Thompson, Carol C"							Online	15	15	0
20655	EDST	27807	 2C	SUSTAINABLE INSTITUTION CHANGE	"Coaxum, James"							Online	15	15	0
20656	EDST	27807	 3C	SUSTAINABLE INSTITUTION CHANGE	"Connor, Joanne M."							Online	15	15	0
20658	EDST	27808	 1C	INQUIRY IV:INQ FOR IMPROVEMENT	"Mitani, Hajime"							Online	15	15	0
20659	EDST	27808	 2C	INQUIRY IV:INQ FOR IMPROVEMENT	STAFF							Online	15	15	0
20660	EDST	27808	 3C	INQUIRY IV:INQ FOR IMPROVEMENT	STAFF							Online	15	15	0
20661	EDSU	28100	 1	LEADERSHIP THEORY	"Perrone, Andrew T"	MW	1400	1515	JAMES	2101	(Class)	Main	25	25	0
20662	EDSU	28110	 1	LEADING AMONG DIVERSE PERSPECT	"Greenup, Miguel"	MW	1530	1645	JAMES	2101	(Class)	Main	25	25	0
20663	EDSU	28130	 1	DESIGN & EVAL ORG INITIATIVES	"Prach, Jessica Ilene"	MW	1100	1215	JAMES	2108	(Class)	Main	20	20	0
23371	EDSU	28210	 1	EDUCATIONAL ORGANIZATIONS	"Mullen, John"	TR	1530	1645	JAMES	2095	(Class)	Main	16	16	0
20664	EDSU	28212	 1	EDUC/EMPOWER SOCIAL CHANGE	"Mullen, John"	TR	1230	1345	JAMES	2098	(Class)	Main	16	16	0
20665	EDSU	28305	 1	LEADERSHP SEM II:CAPSTONE	"Olivencia, Margarita"	MW	1230	1345	JAMES	2103	(Class)	Main	10	10	0
20680	EDSU	28511	 1C	LDG CURR IMPL ASSESS SCHL IMPR	"Browne, Evelyn C."							Online	20	20	0
20667	EDSU	28522	 1C	INSTRUCT LDRSHP/SUPERVISN	"Charlton, Terrence"							Online	20	20	0
20668	EDSU	28522	 2C	INSTRUCT LDRSHP/SUPERVISN	"Lindenmuth, David"							Online	20	20	0
20669	EDSU	28522	 3C	INSTRUCT LDRSHP/SUPERVISN	"Lindenmuth, David"							Online	20	20	0
20670	EDSU	28522	 4C	INSTRUCT LDRSHP/SUPERVISN	"Ponds, Jonathan C"							Online	20	20	0
20671	EDSU	28522	 5C	INSTRUCT LDRSHP/SUPERVISN	"Thornton, Margaret Elizabeth"							Online	20	20	0
20672	EDSU	28523	 1C	BUILDING ORG CAPACITY	"Lindenmuth, David"							Online	12	12	0
20673	EDSU	28523	 2C	BUILDING ORG CAPACITY	"Cook, Spike C"							Online	12	12	0
20674	EDSU	28523	 3C	BUILDING ORG CAPACITY	"Johnson, Ronn H."							Online	12	12	0
20675	EDSU	28546	 1C	EDUC ORGAN/LEADERSHIP	"Thornton, Margaret Elizabeth"							Online	20	20	0
20676	EDSU	28546	 2C	EDUC ORGAN/LEADERSHIP	"Moore, Pamela"							Online	20	20	0
20677	EDSU	28546	 3C	EDUC ORGAN/LEADERSHIP	STAFF							Online	20	20	0
20678	EDSU	28546	 4C	EDUC ORGAN/LEADERSHIP	"Gristina, Matthew"							Online	20	20	0
20420	EDTC	33510	 1C	EMERG TECH TOOLS & CURRICULUM	STAFF							Online	25	25	0
20421	EDTC	33531	 1C	COD/LOG THINK SUPPORT LEARNING	"Kuo, Yu-Chun"							Online	25	25	0
20422	EDTC	33570	 1C	RESEARCH/ANALYZ ED TECHNOLOGY	"Kuo, Yu-Chun"							Online	25	25	0
20423	EDTC	33584	 1C	DIGITAL CITSHP 21ST CENT SCH	STAFF							Online	25	25	0
20696	EDUC	01270	 1	CREATE SUPPORT MID/HIGH SCH LR	STAFF	T	1230	1345	JAMES	2100	(Class)	Main	20	20	0
20697	EDUC	01272	 1	TCHG CONTENT IN DIVERSE CLSRMS	STAFF	T	930	1045	JAMES	2100	(Class)	Main	20	20	0
22037	EGR	02352	 1	JUNIOR TECHNOLOGY CLINIC II	"Polikar, Robi"	TR	1230	1345	(Class)			Main	10	10	0
22038	EGR	02352	 2	JUNIOR TECHNOLOGY CLINIC II	"Xue, Wei"	TR	1230	1345	(Class)			Main	10	10	0
22040	EGR	02452	 1	SENIOR TECHNOLOGY CLINIC II	"Polikar, Robi"	TR	1230	1345	(Class)			Main	10	10	0
22041	EGR	02452	 2	SENIOR TECHNOLOGY CLINIC II	"Xue, Wei"	TR	1230	1345	(Class)			Main	10	10	0
20806	ELEM	02210	 1	"SEM:PRIN PEDAG INCLUSIVE CLASSMusic Education majors only. "	STAFF	T	930	1020	JAMES	2105	(Class)	Main	25	25	0
20807	ELEM	02210	 2	SEM:PRIN PEDAG INCLUSIVE CLASS	STAFF	W	1400	1450	JAMES	3112	(Class)	Main	25	25	0
20808	ELEM	02210	 3	SEM:PRIN PEDAG INCLUSIVE CLASS	STAFF	T	1700	1750	JAMES	2105	(Class)	Main	25	25	0
20809	ELEM	02210	 4	SEM:PRIN PEDAG INCLUSIVE CLASS	STAFF	R	1700	1750	JAMES	3099	(Class)	Main	25	25	0
20843	ELEM	02448	 2	"CLINICAL PRACT II IN ELEM EDRegistration for this course will close on 11/15 for field placements. "	STAFF	MTWRF	800	1600	(Field)			Off-campus	100	100	0
20009	EM	01501	 1C	ENGINEERING ECONOMICS	STAFF							Online	35	35	0
20010	EM	01511	 1C	STRATEGIC RISK MANAGEMENT	"Sharara, Nasser A"							Online	35	35	0
22072	EMED	9082M	S40	EMERGENCY MEDICINE	"Baird, James"							Stratford	999	999	0
21996	ENGL	02101	 1	CRITICAL METHODS I ENGL MAJORS	"Slater, Kate"	TR	930	1045	WINANS	112	(Class)	Main	22	22	0
21997	ENGL	02110	 1	INTRO BRITISH LITERATURE	"Dixon, Andrew"	TR	800	915	WINANS	113	(Class)	Main	35	35	0
21998	ENGL	02110	 2	INTRO BRITISH LITERATURE	"Nazzari di Calabiana Willan, A"	TR	1230	1345	WINANS	112	(Class)	Main	32	32	0
22006	ENGL	02113	 1	INTRO U.S. LITERATURE	"Tuckman, Melissa"	MW	1700	1815	ENTPRZ	517	(Class)	Main	35	35	0
22001	ENGL	02113	 2	INTRO U.S. LITERATURE	"Plourde, Bruce A"	MW	1400	1515	BUSN	204	(Class)	Main	35	35	0
22003	ENGL	02113	 3	INTRO U.S. LITERATURE	"Wilcoxson, Catherine A."							Online	35	35	0
22004	ENGL	02113	 4	INTRO U.S. LITERATURE	"Thomas, Riley Lauren"							Online	35	35	0
22005	ENGL	02113	 5	INTRO U.S. LITERATURE	"Thomas, Riley Lauren"							Online	35	35	0
21999	ENGL	02113	 6	INTRO U.S. LITERATURE	"Litten, Stephen M"	T	1830	1945	WINANS	113	(Class)	Main	35	35	0
22000	ENGL	02113	 7	INTRO U.S. LITERATURE	"Litten, Stephen M"	R	1830	1945	WINANS	113	(Class)	Main	35	35	0
22002	ENGL	02113	 8	INTRO U.S. LITERATURE	"Plourde, Bruce A"	MW	1230	1345	BUSN	204	(Class)	Main	35	35	0
24394	ENGL	02113	 9	INTRO U.S. LITERATURE	"Tuckman, Melissa"	MW	1530	1645	ENTPRZ	517	(Class)	Main	35	35	0
22008	ENGL	02113	 1C	"INTRO U.S. LITERATURE Global students only. "	"Smith, Marquita Renee"							Online	35	35	0
21987	ENGL	02116	 1	INTRO GLOBAL LITS IN ENGLISH	"DiAntonio, Anthony Michael"	MW	1530	1645	WINANS	113	(Class)	Main	35	35	0
21991	ENGL	02116	 2	INTRO GLOBAL LITS IN ENGLISH	"Pieczkolon, Daniel Joseph"	M	1830	1945	WINANS	113	(Class)	Main	35	35	0
21992	ENGL	02116	 3	INTRO GLOBAL LITS IN ENGLISH	"Pieczkolon, Daniel Joseph"	W	1830	1945	WINANS	113	(Class)	Main	35	35	0
21988	ENGL	02116	 4	INTRO GLOBAL LITS IN ENGLISH	"Cronin, Anya M."	TR	1530	1645	WINANS	113	(Class)	Main	35	35	0
21993	ENGL	02116	 5	INTRO GLOBAL LITS IN ENGLISH	"Cronin, Anya M."	TR	1700	1815	WINANS	113	(Class)	Main	35	35	0
21989	ENGL	02116	 6	INTRO GLOBAL LITS IN ENGLISH	"Chun, Philippa"	MW	1230	1345	WINANS	113	(Class)	Main	35	35	0
21990	ENGL	02116	 7	INTRO GLOBAL LITS IN ENGLISH	"Chun, Philippa"	MW	1400	1515	WINANS	113	(Class)	Main	35	35	0
21994	ENGL	02116	 8	INTRO GLOBAL LIT: ASIAN LIT	"Stevens, Christine Marie"	W	1830	1945	WINANS	112	(Class)	Main	32	32	0
21995	ENGL	02116	 9	INTRO GLOBAL LITS IN ENGLISH	"Stevens, Christine Marie"	F	930	1045	WINANS	113	(Class)	Main	35	35	0
21985	ENGL	02123	 1	"HONORS TPS LIT:SCIENCE & LIT Modern Times "	"Hyde, Emily K"	TR	1530	1645	WHITNY	CL-201	(Class)	Main	20	20	0
21982	ENGL	02123	 2	TPS IN LIT:AFRICAN AMER LIT	"Smith, Marquita Renee"							Online	35	35	0
21984	ENGL	02123	 3	TPS IN LIT:LATINO/A LIT	"Carrasquillo, Marci L"							Online	35	35	0
21972	ENGL	02123	 4	TPS IN LIT:YOUNG ADULT LIT	"Rasmussen, Vanessa"	R	1830	1945	WINANS	112	(Class)	Main	32	32	0
21974	ENGL	02123	 5	TPS IN LIT:VAMPIRES IN LIT	"Kukainis, Benjamin A"	M	1830	1945	WINANS	112	(Class)	Main	32	32	0
21976	ENGL	02123	 6	TOPICS IN LIT: SCIENCE FICTION	"Plourde, Bruce A"	MW	1700	1815	WINANS	113	(Class)	Main	35	35	0
21978	ENGL	02123	 7	"TOPICS IN LITRace, Transformation, and Monstrosity "	"Solomon, Christina A"	MW	930	1045	JAMES	2105	(Class)	Main	30	30	0
21979	ENGL	02123	 8	TPS IN LIT:SOCIAL JUSTICE	"Philbert, Bradley P"	TR	1230	1345	WINANS	113	(Class)	Main	35	35	0
21981	ENGL	02123	 9	TPS IN LIT:SOCIAL JUSTICE	"Philbert, Bradley P"	TR	1400	1515	WINANS	113	(Class)	Main	35	35	0
21986	ENGL	02123	 10	"HONORS TPS LIT:SCIENCE & LIT Modern Times "	"Hyde, Emily K"	TR	1100	1215	WHITNY	CL-202	(Class)	Main	20	20	0
24395	ENGL	02123	 11	TOPICS IN LIT: CHILDREN'S LIT	"Lucas, Erin M"	MW	1100	1215	WINANS	113	(Class)	Main	35	35	0
21969	ENGL	02200	 1	"GENDER, SEXUALITY & LITERATURE"	"Hammond, Yvonne Michelle"	MW	1100	1215	JAMES	2105	(Class)	Main	30	30	0
21970	ENGL	02200	 2	"GENDER, SEXUALITY & LITERATURE"	"Hammond, Yvonne Michelle"	MW	1530	1645	JAMES	2105	(Class)	Main	30	30	0
21965	ENGL	02202	 1	CRITICAL METHODS II ENGL MJRS	"Meadowsong, Zena"	MW	1400	1515	WINANS	112	(Class)	Main	22	22	0
